epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,910.993,1.36341,2.46866,1.38648,0.95211,0.13996,0.15524,0.09589,1.06674,28.0678,1.11433,0.000369038,0.000369038,0.000369038
